Age,ClassName,DepartmentName,Adjectives,Nouns,Seasons
39,dress,Dresses,"wish, long, sure, i, crazy, comfortable, black, blue, super, short, i, first, bad, ","list, time, i, sale, glad, i, order, flattering, i, p, petite, cute, fall, foot, fake, part, nothing, ",fall
46,dress,Dresses,"grey/red/yellow, comfortable, cheerful, short, i, comfortable, mid-thigh, short, i, self-conscious, ","dress, size, xl, combination, everything, dress, dress, wearing, i, photos, taller, i, knee-length, i, ",
51,blouse,Tops,"i, great, little, loose, little, elastic, ","order, blouse, town, style, piece, neckline, bra, strap, underneath, back, bit, maternity, shirt, shape, i, ",
55,blouse,Tops,"top, special, curatorial, beautifully-made, dramatic, comfortable, many, i, wonderful, ","time, retailer, approach, store, top, i, time, drapery, movement, ",
42,blouse,Tops,"pretty, new, dark, boho, flattering, happy, ","blouse, favorite, blouse, bit, day, way, maternity, top, ",
59,dress,Dresses,"small, great, significant, small, tab, loose, i, i, small, beautiful, jersey, good, i, faux, ","size, medium, i, way, difference, medium, inch, size, hem, knee, size, medium, fabric, bit, size, dress, body, dress, material, coverage, leather, ",
41,blouse,Tops,"pretty, feminine, different, floral, interesting, unique, comfortable, due, flared, true, fit, top, great, ","top, flare, blouse, fit, empire, waist, fit, size, i, size, medium, retailer, size, addition, spring, wardrobe, summer, ",summer spring
39,dress,Dresses,"comfortable, versatile, ",,
57,blouse,Tops,"bohemian, i, only, asymmetrical, i, new, second, other, small, i, top, ","combination, vintage, figure, combination, thing, i, blouse, i, placement, print, bodice, photo, i, thing, wou, ",
58,blouse,Tops,"i, i, tad, i, figure, awesome, ","Saw, online, i, store, dd, difference, size, looser, difference, top, machine, ",
36,dress,Dresses,"great, preppy, normal, else, super, fit, ","love, dress, i, dress, style, hubby, dress, anything, i, fit, flare, style, i, tts, ",
27,blouse,Tops,"absolute, perfect, beautiful, coral, mixed, little, large, flowy, comfortable, unique, special, favorite, many, ","design, fabric, i, color, pattern, i, size, end, retailer, i, ",
49,dress,Dresses,"Beautiful, small, regular, short, short, good, ","pink, lb, i, petite, xs, hem-wise, waist, fabric, ",
35,dress,Dresses,"large, large, delicate, heavy, durable, elegant, navy, black, i, colorful, ","dress, eye, i, anything, m, l, dress, i, bust, i, lace, dress, picture, fabric, i, plan, scarf, dress, ",
60,blouse,Tops,"beautiful, soft, i, black, back, ","combination, eyelet, fabric, eyelet, cami, bit, sheer, peacock, print, brown, tan, interest, charm, ",
53,dress,Dresses,"great, easy, comfortable, ","dress, slender, appearance, lot, ",
42,jacket,Jackets,"cute, i, i, glad, inside, gray, soft, broad, comfortable, x-small, surprised, roomy, tad, long, gray, elastic, sure, small, ","jacket, store, i, sale, i, material, jacket, i, bit, inner, lining, cuff, xx-small, ",
41,dress,Dresses,"tag, second, good, usual, 32-24.5-32., perfect, much, overall, cute, busted, ","sale, opportunity, look, i, something, fun, price, i, dress, size, store, i, xxsp, length, knee, top, fabric, skirt, staple, dress, spring, size, t, ", spring
26,dress,Dresses,,"everything, dress, ",
25,dress,Dresses,"horizontal, top, nice, short, i, thick, ","skirt, wearer, dress, petite, fabric, stretchy, ",
34,blouse,Tops,"great, casual, ","top, night, notch, ",
47,dress,Dresses,"vibrant, short, generous, easy, appropriate, huge, ","photo, dress, i, dress, hour, glass, figure, nod, skater, skirt, sale, price, bonus, ",
61,jacket,Jackets,"layered, ","Top, line, sale, boot, style, compliment, sister, i, look, ",
52,blouse,Tops,"little, flattering, cropped, black, perfect, necessary, top, usual, ","summer, tunic, skirt, pants-, top, cut, front, deep-, cami, l, xl, retailer, ",summer
39,blouse,Tops,"great, easy, ","blouse, fit, go, ",
45,blouse,Tops,"sure, great, little, long, beautiful, skinny, aesthetic, ","top, i, store, gift, husband, choice, i, sheerness, lace, sexy, camisole, modesty, i, pant, night, hd, paris, quality, ",
33,dress,Dresses,"various, oatmeal, small, top, petite, top, big, i, confusing, easy, ","dress, sale, room, delight, i, sale, shopper, i, top, yellow/gold/orange, pattern, skirt, frame, i, bit, moment, puttin, ",
71,dress,Dresses,"comfortable, good, navy, ","dress, flattering, ",
35,dress,Dresses,"similar, linen, top, good, typical, xs, ","dress, i, one, skirt, spring, skirt, dress, fabric, coverage, chest, i, size, i, purchase, ", spring
58,jacket,Jackets,"good, comfortable, first, little, happy, second, open, great, casual, stylish, neat, good, good, ","jacket, on-, i, one, bit, damage, bottom, inner, sweatshirt, exchange, fit, feel, one, matter, front, grey, blue, ",
53,dress,Dresses,"local, blue, online, blue, adorable, gray, ","store, dress, stock, i, i, i, i, one, store, ",
64,jacket,Jackets,"nautical, refreshing, double, stretchy, big, much, white, regular, small, i, small, little, long, petite, regular, good, bagg, ","jacket, look, change, year, cotton, fan, cotton, i, navy, size, build, i, size, ok, s, length, bottom, ",
44,blouse,Tops,"gorgeous, happy, ","top, versatile, i, dress, skirt, wardrobe, ",
35,jacket,Jackets,"stylish, comfortable, enough, short, i, i, ","spring/fall, jacket, one, bill, i, quality, softness, material, construction, jacket, i, cute, felt, i, i, waist, size, m, l, m, fit, plenty, room, i, ", springfall
35,dress,Dresses,"much, interesting-it, online, comfortable, like, sipper, bendable, ","sale, i, dress, person, i, fabric, plastic, fabric, diamond, dress, i, side, back, fabric, th, ",
34,dress,Dresses,"i, sure, great, glad, i, great, true, normal, waist, small, ","dress, home, husband, i, i, spring, wedding, size, c-cup, i, size, ", spring
40,pants,Bottoms,"nice, correct, long, fit, i, tall, difficult, long, perfect, true, soft, good, interesting, wide-l, ","jumpsuit, torso, taller, person, order, size, i, jumpsuit, torso, size, fit, fabric, quality, style, jumpsuit, person, i, ",
33,knit sweater,Tops,"top, soft, cute, super, comfortable, xs, ","picture, model, front, t-shirt, back, unique, style., i, ",
39,blouse,Tops,"lovely, pale, complementary, nice, nice, perfect, adequate, i, short, flowy, swing, cute, due, thin, ","top, i, color, skin, warm, tank, transition, piece, fall, blazer, regular, length, petite, i, shape, top, back, strapless, ",fall
24,blouse,Tops,"hard, true, top, flattering, ","time, size, ",
64,dress,Dresses,"surprised, first, special, gorgeous, feminine, seductive, exquisite, black, i, red, ","i, dress, occasion, anyone, quality, dress, photo, hemline, top, neckline, dress, i, version, i, bit, ",
40,blouse,Tops,"nice, nice, ","shirt, quality, shoulder, area, bit, challenge, i, i, design, flaw, ",
66,blouse,Tops,"darn, soft, top, easy, black, creamy, white, top, brownish, creamy, white, ","blouse, cute, fabric, part, hip, softness, fabric, body, shirt, placket, part, burgundy, color, goldenrod, yellow, peach, mauve, turquoise, brown, li, ",
42,blouse,Tops,"sure, fabulous, boho-chic, sophisticated, special, elegant, quirky, sophisticated, great, beautiful, multiple, tight, r, ","blouse, i, chance, i, blouse, flair, way, retailer, course, embroidery, couple, fun, cuff, cuff, ",
33,blouse,Tops,"top, super, long, due, happy, ","floaty, body, ",
52,blouse,Tops,"sweet, flowy, great, beautiful, yellow, front, narrow, bra, nude, plastic, big, ","jacket, office, floral, fun, back, bra, neckline, deal, ",
41,blouse,Tops,"unique, nice, ","top, detail, neck, change, ",
25,pants,Bottoms,"high, flattering, flattering, pleased, other, adorable, ","i, fabric, quality, way, cut, jumpsuit, i, item, i, winner, ",
66,knit sweater,Tops,"little, transitional, blk/blk, floral, usual, crazy, comfortable, i, chilly, ","piece, top, sort, quirky, kind, i, bit, toss, scarf, round, neck, head, kind, top, jacket, ",
64,blouse,Tops,"western, black, burgundy, cute, soft, ","top, look, fabric, ",
39,dress,Dresses,"lucky, i, first, stunning, flattering, comfortable, unique, regular, large, i, small, usual, broad, ","hold, intarsia, sweater, dress, sale, wish, i, time, round, i, hem, i, dress, bit, size, busty, taupe, taupe, maxi, sweater, ",
35,blouse,Tops,"top, great, great, true, small, comfortable, great, super, ","sale, size, i, xsmall-small, reference, i, bandeau, bra, fall, cardigan/, sweater, blazer, cute, summer, ",summerfall
59,dress,Dresses,"last, full, true, ","dress, purchaser, deodorant, perfume, i, retailer, i, dress, price, condition, dress, size, lbs, size, perfect, ",
24,jacket,Jackets,"plaid, great, true, fit, little, loose, loose.., ","hunt, bomber, fall, retailer, edition, bomber, everything, fall.., size, body, bomber, jacket, product, ",fall
37,pants,Bottoms,"pear-shaped, hard, slim, overall, body, tight, uncomfortable, slight, little, perfect, ","time, trick, waist, plenty, room, fit, way, gapping, waist, fabric, sheen, stretch, pant, office, reference, i, regular, ",
65,jacket,Jackets,"well-made, smart, difficult, ","jacket, boost, i, today, meeting, thank, ",
36,pants,Bottoms,"Perfect, great, great, petite, ","fit, shape, thicker, material, quality, price, wardrobe, staple, work, business, appropriate, reference, i, ",
27,pants,Bottoms,"right, fitted, ","fit, slender, waste, legs, back, color, i, care, laundering, ",
80,pants,Bottoms,"great, in-between, plus-size, hungry, i, apparently-perfect, ","size, indication, please, restock, pant, ",
41,blouse,Tops,"bright, red, perfect, light, little, loose, boxy, bust, overall, flattering, regular, short, wear, petite, due, other, short, regular, happy, ","top, crochet, pop, color, blue, area, i, shape, i, s, reference, i, lb, i, top, i, size, length, fit, ",
38,skirt,Bottoms,"i, petite, midi, glad, red, beautiful, wrinkle-free, right, vibrant, classic, great, black, ","style, i, chance, motif, package, color, style, effortless, true-to-size, work, tee, picture, ",
66,pants,Bottoms,"Perfect, ","fit, ",
38,pants,Bottoms,"great, black, ","fit, taper, leg, fall, season, ",fall
48,pants,Bottoms,"i, basic, good, dry, ","clean, ",
49,pants,Bottoms,"awesome, other, black, navy, ","please, ",
46,skirt,Bottoms,"first, much, ","skirt, store, i, online, ",
50,sweater,Tops,"small, tts, slim, i, red, other, cashmere, stick, ","model, while, sweater, length, wise, bit, model, petite, color, darker, sweater, stitching, sweater, th, ",
43,blouse,Tops,"much, large, huge, loose, red, little, flat, sure, i, ","product, shot, i, outfit, i, blouse, medium, size, blue, kid, uniform, chest, shirt, design, th, ",
67,pants,Bottoms,"ankle, comfortable, ","length, pant, tunic, tee, i, ",
45,pants,Bottoms,"first, i, i, right, great, right, conservative, cool, ","time, i, bunch, i, shot, bingo, model, i, order, petite, i, ankle, blend, front, college, ",
42,shorts,Bottoms,"Such, soft, comfortable, ","cute, night, wear, ",
58,pants,Bottoms,"nice, slim, little, tight, ","email, web, look, bottom, legs, slimmer, picture, ",
30,pants,Bottoms,"muscular, legs, big, only, bought, regular, ","problem, legs, waist, waist, stretch, fit, downside, i, size, ",
45,pants,Bottoms,"difficult, wonderful, i, regular, perfect, ","anything, size, length, fit, quality, ",
55,skirt,Bottoms,"nice, great, seasonal, ","midi, skirt, drape, wine, color, ",
23,dress,Dresses,"gorgeous, tall, regular, awkward, mid-shin, much, weird, ","dress, i, petite, midi, maxi, hit, spot, i, buying, ",
52,dress,Dresses,"full, local, flattering, super, see-, elastic, easy, low, ","anything, retailer, price, i, store, comfortable, waist, sweater, top, evening, lounge, day, pool, beach, model, i, arm, pit, case, t, ",
39,sweater,Tops,"unique, i, many, girlie, fun, ","sweater, i, ",
33,sweater,Tops,"short, long, i, beautiful, large, large, ","store, model, shirt, underneath, color, size, i, retailer, i, medium, i, fall, winter, ", winterfall
48,pants,Bottoms,"comfortable, many, appropriate, wardrobe, ","fun, coverage, work, favorite, ",
38,pants,Bottoms,"great, casual, i, many, flowy, open, different, hot, perfect, pleased, ","weather, purchase, ",
36,dress,Dresses,"beautiful, wide, i, tiny, fitted, beautiful, lightweight, ","dress, i, dress, catalog, i, person, i, i, size, s, m, s, size, xs, linen, flowy, fabric, bit, body, s, size, bit, fabric, ",
26,sweater,Tops,"pale, i, great, olive, green, ","pink, sweater, fall, color, fit, way, denim, grey, ",fall
48,knit sweater,Tops,"white, comfy, casual, front, different, white, different, ","blue, size, medium, top, i, horseshoe, neckline, facing, bit, blue, color, bit, order, blue, way, ",
29,sweater,Tops,"perfect, i, little, lightweight, ","sweater, slouchy, shape, fall, bit, fabric, staple, season, ",fall
40,pants,Bottoms,"i, indecent, little, other, similar, non-retailer, much, great, size/with, flattering, i, comfortable, ","star, bit, prevent, exposure, stitch, front, side, leg, top, body, shape, band, top, i, ",
38,sweater,Tops,"true, small, other, same, many, i, ","sweater, size, length, model, i, fall, ",fall
42,knit sweater,Tops,"slight, straight, rough, casual, ","coral, shirt, flare, bottom, picture, cut, sewn, style, shirt, right, wear, something, fancier, ",
45,sweater,Tops,"last, sure, itchy, great, great, ","sweater, week, i, package, i, sweater, styling, price, value, ",
38,sweater,Tops,"short, long, standard, huge, xxs, perfect, i, flowy, little, boxy, petite, similar, exact, ","lb, shorty, torso, xs, i, opportunity, petite, petite, petite, lightweight, xs, model, pink, i, sweater, silhouette, death, i, ",
51,knit sweater,Tops,"much, i, black, super, only, slight, i, neckline, ","cream, color, cute, negative, while, back, bit, ",
38,sweater,Tops,"giant, many, ","sweater, hug, i, today, ",
46,knit sweater,Tops,"perfect, saturday, great, elastic, soft, great, ish, great, washed, white, ","t, shirt, colder, fit, rayon, cotton, medium, fit, denimy, blue, store, taste, ",
30,knit sweater,Tops,"i, cute, first, many, comfortable, expensive, ","peter, pan, collar, top, ivory, i, time, today, ",
45,knit sweater,Tops,"adorable, flattering, white, much, ","i, shirt, orange, i, ft., lbs, medium, helps, ",
36,knit sweater,Tops,"little, favorite, much, i, white, ","denim, color, ",
36,dress,Dresses,"impressed, great, linen, many, ","dress, online, i, store, i, love, summer, fall, dress, sweater, top, bottom, ",summerfall
41,knit sweater,Tops,"good, different, great, favorite, favorite, dark, white, able, nude, cute, little, ","tee, refresher, i, feeling, promo, neckline, necklace, tee, shape, blue, wash, model, cream, tinge, bra, indecent, button, detail, th, ",
34,sweater,Tops,"pictured, small, same, pictured, super, white, brown, ","sweater, flowy, lot, fabric, cute, grey, top, skinnys, leather, ",
29,dress,Dresses,"i, athletic, understated, beautiful, i, elastic, little, i, next, ","dress, everything, build, medium, waist, notice, love, buying, vacation, week, ",
34,knit sweater,Tops,"generous, great, feeling, i, ","top, comfy, cozy, feel, neckline, uniqueness, shirt, feminine, husband, i, ",
60,sweater,Tops,"i, fashionable, throw-on-and-go, essential, soft, warm, fashionable, acrylic/nylon/wool, functional, warm, i, disagree, other, small, short, true, ","sweater, staple, wardrobe, minnesota, sweater, sweater, bill, cocoon, element, material, cozy, anything, i, i, ",
